label,review
0,我。被。临。时。抓。上。来。做。观。众。了。[泪]这是我最想看到的事
0,我还没吃早餐，手上哪些肉包和牛奶，却看着@艾薇Vi 他们吃得那么欢心，好饿[泪][泪]真想说，大爷的
0,//@宝贝小大人: [泪]
0,现在的小孩子都没见过了[失望][失望]
0,每去一次机场，我就觉得象死掉了一回，急得骂人都噎得慌，每去一次机场，这一天绝对是厚种薄收[失望][委屈]劳心伤神破财没减灾[伤心]
0,想着大山深处的人 [泪] 念着惦记的你
0,"回复@饭饭Resurgam:好?西,也要适量才健康 //@饭饭Resurgam:[衰]我原本还打算。天天吃小米黑米的 //@玩美煮艺:回复@雨燕--闲情逸致:粗粮消化慢,一周食用次数不要太多"
1,我的至爱[哈哈][哈哈][哈哈]
1,转发喽[哈哈][哈哈][哈哈][鼓掌][鼓掌]
1,[鼓掌]终于见到刘春杰老师本尊了，期待接下来的精彩～现场摆放的木刻版画超精致，抱走[花心]
1,在加勒比地区的巴哈马清澈的海湾有一处猪猪们的乐园被称为猪湾，在这里的一些猪猪们与人友好相处，高兴时自由幸福地畅游大海，还能近距离接触美女们，天蓬元帅都要羡慕死了！[哈哈]
0,哎，动脑子的时候，为啥也消耗体力呢？我竟然很无耻地饿了……[泪][汗][抓狂]
1,[哈哈] [哈哈] [哈哈] //@全球创意搜罗：给力！宠物还能这样！[哈哈]
1,[嘻嘻] //@玄清闲人:在这里谈谈你对三星智能相机#精彩一拍即享#寻找三星即拍客活动的感想，就有机会赢取精美礼品 http://t.cn/zOCA56K
1,"仲有得好耶不讲得// @月亮游味? :回复  @大哥餐厅  : 切?的?包???有扁塌了呢! ?有蛋白炸的??, 有趣! [?嘴][good] //  @大哥餐厅  :回复  @月亮游味?  : 很??[可爱][可爱]只是厚多士一?九炸，?有?料花生?等，如果熟客，可以私伙要求蛋白炸或者蛋?炸[偷笑][偷笑]?味大不相同[酷]"
1,姐姐好[哈哈]
0,[怒骂]//@猫扑: [怒] 太残暴了
0,最要命的不是喝，是换地方继续喝[衰] 我在:http://t.cn/zlSrjGv
0,好想吃西红柿打卤面啊。。。[抓狂]
0,爱吃鱼的猫一直爱鱼，爱啃骨头的狗会一直爱骨头，但今天爱蓝色的人，也许明天就爱红色。ps：又把触摸笔给弄丢了[泪]
0,看见旅行者杂志五月号封面我就火大[怒]果然 旅行者杂志五月号居然专刊宣传菲律宾旅游 什么＂菲去不可＂＂菲要体验＂＂菲你莫属＂等等 黄岩岛四月十号就开始对峙了 五月还宣传菲律宾旅游！编辑部怎么想的？编辑力量就这么捉襟见肘 非要发菲律宾 内容替换不了？！至少这一期 我表示抵制！
1,哎哟，这就那天的小帅哥，太可爱了[亲亲]，萌萌的，美食超级好苗子，欢迎突突and突突的粑粑麻麻常来玩儿哈~
0,[泪][泪][泪] //@扬慕勋:  @糊涂阿姐 @?? @Cass_li @kelleyChen 不归路啊[泪][泪][泪]
1,[爱你]早安，虽然多数地方不是下雨就是下雪，但是这种天气提供了让家人亲友坐在一起泡茶的机会！[话筒]忙了一年的人们确实需要放松一下，你说呢？
1,[哈哈][哈哈][哈哈] //@安东尼写给不二的情书:智商捉急啊[哈哈][哈哈]
0,回复@黑米粒:[爱你]我爱听、可他们都喜欢那些美女、@万步健走吴树生 @传媒邵鹏飞1985 不管我[抓狂] //@黑米粒:都没有你美！ //@无须豆蔻:看见美女就重色轻友、哼不管我[抓狂] //@万步健走吴树生:我必须得保护他们 //@午马-青花瓷D:你也太霸道了吧[偷乐]把自己说的好像是大英雄似的[哈哈]
1,[挖鼻屎]//@妖娆地主婆: [爱你]
1,能看出我拍的是啥吗？[哈哈]
0,这个王八旦[怒][怒][怒][怒][怒][怒][怒][怒][怒][怒]孩子招他惹他了[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪] //@头条新闻: 吉林警方今晚称，在长春盗走载有婴儿车辆的疑犯，盗走车辆后发现后座上有一名婴儿，遂在路旁将婴儿掐死埋于雪中。。。
0,回复@车云网:看看那几个破油桶。估计这辈子指望不上了[泪] //@车云网:[汗]等到咱们有先进的柴油的时候
1,//@小思米修://@最美的999双高跟鞋: blingbling [花心]//@恋上丶高跟鞋: 终于找到链接了[太开心]blingbling高跟鞋，http://t.cn/zO2X1nb
0,要真是这样你还不赶紧退房[泪] //@风华正胖:水景房好啊，我还没收呢。//@茉莉香片1982: @张晓蕊rry2 这么恐怖？ //@王营1124:@魔法蚂蚁 好恐怖啊。
0,我陪！我也想去看的！ //@严肃的安托托:很想看，没人陪[泪]
1,十七孔桥，廓如亭！ //@省油灯yu:[嘻嘻] //@飘飘M10:[赞]
0,好热啊好热啊，这还没30度呢，室内温度太高了，风扇吹出来都是热风啊，有木有。。。这个夏天要完蛋了[抓狂]
0,[衰]//@tembo: 扫地大妈升级版！
0,我又想多了，刚要去盘锦娶媳妇怎么就这么乱了[晕]
0,一哭！[衰]//@汴人郭威: 尼玛
0,误会了，这是个演员，刚演完秃鹰 //@赵芳芳-飘雪:回复@鸟窝里的猫妖:[衰]还拔别人的毛。。。
0,[泪][泪][泪][悲伤][悲伤][悲伤] //@心情签名档:夜间健康作息.
1,这可不行[呵呵]这属于非法聚会，非法游行啊[嘻嘻]
0,[怒][怒][怒][怒]我天天的交这么多税供你们干这个！cao！cao！ //@任志强:爆料？  //@王巍w:这应该辟谣吧。  //@何兵: 转发微博
0,回复@伍美珍阳光家族:俺不说[闭嘴] //@伍美珍阳光家族:呃~下一句~[晕] //@出版人王三石:头发长[威武]
0,"我晕哦,又要换领导了,好舍不得我们老大哟[泪]"
1,与时俱进的誓词[嘻嘻]
1,嘿，刚回家吧。晚了啊、//@libby梅：marni的包子我可以考虑35岁再入手[嘻嘻] //@街拍至上：女人站在高跟鞋上可以看见整个世界，而当她们拎上一只崭新的包包，则仿佛是拥有了整个世界
0,悦活的那个我喝了好多，[怒]奸商 // @Jerry葛格:转发微博。
1,【J.K. Place Capri_卡普里岛度假酒店】拥有百年历史的J.K. Place Capri酒店就在卡普里岛（Capri）海边上，它沿袭了世界小型豪华酒店组织（Small Luxury Hotels）一贯秉承的特点，精致、舒适、享受和个性化[爱你]
0,@狮子山下ss 双双姐怎么我不能给你留言呐[泪][泪][泪]
1,[哈哈]//@YingDingW://@贪吃的秫秫: 笑得真灿烂~//@实用心理学: 好可爱~
0,唉，怎么什么事都有呀[泪]//@协和章蓉娅:童车停下必须踩刹车，最好车不离人，不要把宝宝一个人留在宝宝车上。
0,@枫叶了 叔儿，咱下次去天津把上次看上的拍照的地方拍了吧，当然，最主要的是，吃！煎！饼！果！子！去了这么多次，我到今天还没吃上[抓狂] //@杜_倩:天津的煎饼果子是最好吃的，尤其薄脆换成油条的时候[馋嘴][馋嘴]
0,[失望]//@独孤长天: //@邝海炎2011: //@哪堪冷落清秋20: 大小眼儿22年前还听那谁扯民主自由呢，今天俨然以一个毛左的形象出现。随着时间的变迁，一个人的信仰都能够发生天翻地覆的变化，我不往坏了揣测他，姑且把他们跟陈独秀归为一类。可有些人老拿虚伪的信仰挣饭吃，不免让人侧目 //@刘军宁: [围观]
1,[鼓掌]//@石述思: 不行善不宜道德绑架，但对行善者一定不吝掌声，如此，社会才能向正常迈进
1,想起做毕设那会找各种植物素材[围观][鼓掌]
1,美味当前情何以堪[嘻嘻][嘻嘻]
0,//@伊夫: @亚航给个说法[怒]
1,哈哈哈哈哈哈哈 //@和自己战斗的R:太欠了[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈]//@美剧BigBang: 没有禽流感，可放心食用。[笑哈哈]
0,幸亏我有大金戒指！！！//@?葵: 我打算现去镶颗大金牙！[怒] //@陈水晶:直女也不易呀
0,晚餐，回家炒的饭！[泪]
1,痛并快乐着，一辈子一定要至少体验一次这样的旅程！//@拓步运动眼镜:我也期待有这样的一次旅行[嘻嘻].
1,回复@Antonio先生:就是啊。。。 //@Antonio先生:朵拉系列啊[嘻嘻]
0,[太阳]和老公吵架气得半夜睡不着觉哭鼻子，朦胧中看到他把被子蹬开还是忍不住再帮他拉上被角[太阳]老公骂了半天看到老婆要摔门而去突然冒出一句：穿这么少不怕被冻死阿[愤怒][泪]生气归生气你终究是我最在乎的人[爱你]
0,居然有知名箱包品牌抄Bally的款[怒]
0,突然没有玩下去的动力了[衰]//@黄小天健: 我确定他们没有破解游戏，但是怎么能玩这么高的分？！//@小愤青菜:突然没有玩下去的动力了[偷笑]
0,#美颜相机iPhone版#[泪][可怜][怒骂]牙疼真难受！@美颜相机
0,[汗] //@黄小岚vivi:不够粉的话，能不能别露啊[汗][汗][汗] //@biubiu_wang:[衰]....@Joyce品 快去问问她经纪人！
1,见到?狮了，还是一对的。[哈哈]
1,在某使馆排了两小时队，把我给冻的，腰都站疼了，[晕][抓狂]还好没白排这么长时间。接下来再计划吧[嘻嘻]
1,哥们，你长得太带感了[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈]@Michael_MediaV  我在这里:http://t.cn/zj5fWQQ
1,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌] //@oO断月殇Oo:@?叁俗
1,[吼吼][庆祝]//@24小时健康加油站: 大家“女生节”快乐！[可爱]
0,//@薛蛮子: 哪个没良心的？揪出来！ //@新浪湖南: 【娄底小伙救人溺亡 获救者：关我什么事】据@三湘都市报 报道，现场目击者说，被救的三人驱车离开时，旁边的人拦住车说“还有人没出来”，被救的却说了一句丧尽天良的话“关我什么事”。这还有人性吗？！！[怒]http://t.cn/zWqCSlQ
0,张大师有脑无德啊//@墨轩董: 敢说央视主持人装？哈哈！ //@李开复: 「尊重」是「装」；「羞辱」是「真实」？那么，晕倒门后＂非你莫属＂的整改，是「装」的吗？[晕]
1,看着咋?聚会的照片，心里想着：我们亲耐的崔老师咋永远都那么年轻呢?这才是真正的不老妖姬呢。。[偷笑][爱你][亲亲]
0,说提前供暖，家里暖气水声哗哗响两天，快赶上嬉水乐园了~放气放的都没心气了，暖气还是冰的。往年都小区供暖，巨热。今年改集中供暖了，有朋友说集中供暖是冬季曝光率最高的大冒险，我咋感觉连冒险都不算，根本就是某TV自娱自乐的玩笑啊~我冷[泪][泪][泪]
1,[嘻嘻] //@劲松侯老师:@胡滨微博 @冯雪cindy @予馨北京 @快乐鸿宇2011  //@勤劳的工作狂: 活动不错啊！@劲松侯老师 @熊丽电台 @夏柠儿 @现代可汗  //@权金城韩国烧烤:#可口可乐迎奥运，你吃饭我买单#哈哈，亲们不要错过机会@边疆边吃边说 @黄记煌-黄耕 @胡滨微博 @董克平@彭涌_爱美食 @陈玉霞博斐秀禾
1,依稀听到说警察为非作歹//@奔跑的二浪: //@简光洲: [哈哈] //@传播学_宁波徐静:转发微博
1,@盛博 @董克平 @胡元骏 @心泉之家 @伍餐肉 我可报了每次落后你们深夜发吃的仇了[太开心][太开心][太开心]
1,伊朗我也超级想去滴[哈哈]
1,我抢位先！[抱抱][抱抱] //@漫生活黄燕: @?尤 @林长永--华讯通讯 @漫生活覃湘琳
1,滑雪装备（板、鞋、固定器、眼镜、头盔等等，有新有旧）；换智能手机，（苹果、三星、诺记、摩托等），新旧均可，要求国外能用；今天看了个换客网，有点儿启发[嘻嘻]，有兴趣的私信我吧。
1,//@婚礼策划师李欣芸：大爱 //@罗懵懵://@徐瑞36plan:这张太有感觉了！ // @??婚纱织造馆Lyra : #每日海报# 的意思就是一天都不能落[嘻嘻] @婚礼策划师李欣芸 @柴利增 @徐瑞36plan
1,[哈哈][哈哈][哈哈] //@李开复:[衰][吃惊][嘘][偷笑]
0,生活工作中，人们往往同时干好几样事情，比如，一边做作业一边看电视，或者一边上网一边和家人交谈。专家研究发现，同时做几件事不仅不会提高效率，而且对大脑有害，引发多种疾病。由此看来，或许现在可以聪明的一心多用，但是未来就会痴呆到一件事儿都办不好的地步了！可怕[衰]
1,//@微博搞笑排行榜:忒有才了！[哈哈]
1,客气啥？[哈哈]为吃货团趟趟路。[呵呵] //@中壮:经验传授@小柳哥儿 谢  //@嗨辣老孙: 不止我两人的，去了九十多辆车，20000多斤米呢！  //@潮汕渔家:不知道物资分配的结果如何，希望我们和@刘京京顺子 捐助的物资能顺利到达灾民手中~
1,#高级定制#  T家定制系列...18k白金全钻钥匙吊坠 小号鸢尾花...漂亮吧！超级闪眼哦...[爱你]  今天刚到的现货哦！[哈哈][鼓掌][鼓掌]喜欢的 不想等的童鞋赶紧了...现货只有一条  速度...[话筒][话筒][话筒]
1,//@相声演员刘兰亭://@孙其智: [嘻嘻][嘻嘻][嘻嘻]//@周?-小尖果儿:大家来帮转[围观][围观]@史清元 @蒋松鹤 @顺其自然SUN @天津肉肉 @王帅--小帅帅 @北方网奕柯 @杨长在 @陈树桐说相声的 @相声演员刘兰亭 @富室红楼 @花间一茶壶 @天津江米小枣 @小七石磊 @孙其智 @天津豹豹
1,[围观]//@旅游信徒万一伟: 【4P、4C、4R、4S 概念扫盲及应用案例】[给力][鼓掌]
1,布偶？[花心]//@可爱宠物中心: [哈哈]
1,对@好大的雪2011 说：那能说下具体时间吗？我们房间少，要排房，谢谢哦[嘻嘻]
0,我只有羡慕的份！[泪][泪][泪][泪]@贾云峰 //@保山旅游:亲，快来保山吧！[嘻嘻]  //@流沙包wsir:寻宝保山 //@lucy的窝乐园: 转发微博。
1,感恩2013，Hi～我精彩的2014[爱你]
0,大清早赶着去开会，居然裙子开线。。。[抓狂][抓狂][抓狂]
0,看哭了。[泪]
1,标哥的新雪服很亮眼[哈哈][赞] //@怪坡滑雪场标哥:哈哈，怪坡逐步的走向人流高峰啊[嘻嘻] //@沈阳怪坡滑雪场: [[ok][ok][ok]] //@大牛玩滑雪:越来越好，来来来来，越来越火，来来来来……献歌一曲……
1,阿凡达！[哈哈]//@龚文祥:阿里上市时间还是跑到了京东前面。 ://@龚文祥:据路透社和华尔街日报两家媒体报道，阿里巴巴最早将于本月向美国证券交易委员会提交上市申请，并于4月在美国上市。作为承销商的瑞信集团和摩根士丹利集团正在为阿里上市做前期准备工作。阿里为上市项目取名“Avatar”（阿凡达）
1,太好吃了，还要去吃//@张际星Jessie: 吃这个上瘾啦！[good] //@朱润润: [鼓掌][礼花][馋嘴]
0,//@北京sail国安: //@心正是佛心邪是魔: 如果情况是事实，那中国足球绝对没有前途！[怒][怒][怒]
1,#小西驾到#作为一个胖纸，多希望有天突然就这样瘦了。。。[哈哈]
0,"有几个人敢说比我用word, excel 用得好? //@mollyxu://@吴丹扬:做excel的[泪] //@金山王耀:office还能有这用处？"
1,[得意地笑]//@大胖鱼鱼: 摆龙尾[哈哈]
1,[太开心]@JohnnyFineWine 快快晒单，大家都晒了
1,#拍码族#@霖沐_ 要追逐内心最真实的自己！[鼓掌]。
1,广西电信官微[帅]，几波策划都很到位。 //@淘宝大熊猫: 文案很到位，人才。//@ShopEx刘金光:真心不错，还自我解剖加自嘲呢 //@淘宝岚姐姐:不错的文案，有意思，直接触及?丝的心灵最深处，马上就能引起共鸣。[嘻嘻]
0,[泪]孩子抢我的XBOX！我没得玩了啊！宝贝你才三岁啊！就爱玩这个了！什么年代啊！长大了还了得
0,劳动节，最大收获就是收获了重感冒[生病][生病][泪][晕]
0,我想用我的大大马克杯[泪]
0,吃烧烤拉的[泪]屁股辣死了//@?3?木兆木兆一车仑:喝点杨梅酒就好了。
1,WHO ADN WHO?[哈哈]
1,东大高环线骑行摔车现场直播，最后10秒的对白和现场画面配合的天衣无缝啊 http://t.cn/angGPq 。没有强烈的探索勇气和二的精神能拍出这么经典的现场视频么？事故现场及出行全过程请查看六只脚：http://t.cn/ang5m4  转起来啊，腿都瘸了必须火一回！[嘻嘻]
1,整理抽屉发现俺98年画滴漫画，岁月呀[哈哈]
1,欢迎您入住@杭州君亭湖滨酒店，小编也很喜欢榴莲[嘻嘻]
1,[太开心]//@slfz波西亚: 多想赢得免费新港五星双人游啊，重现装修过的圣淘沙度假村好向往啊[花心]
1,今儿也算个节吧，想起上小学时总全班互相送贺卡，在课桌里发现张贺卡就超开心，还会讲究个礼尚往来[自行车][哈哈][哈哈]各位圣诞快乐～
0,不是吧！！！我狂晕！！！ //@Yeah子健:瀑布汗！！！//@温瑾---karen:一觉醒来，就这样了？！//@北京厨子:[泪] //@懒鱼不惑://@刘旭小同学: 在哪个方向！！？？天呐！
1,选择更多，我心欢喜！ //@吴绍庆Jacky:奥迪德比也许就在你身边！[嘻嘻]@叮叮车-金新 @刘鹏的围脖 @董芳0000 @公一兵 @郭小晓 @Maple_Wang
1,必须的啊 //@IT销售经理:东北来的吃货[哈哈] //@仙人_醉: 锅包肉的历史你们都知道了吗？惭愧，我是第一次这么了解和骄傲，感谢大家。@V名字V @_Mr_小亮_ @晓闫喵喵
0,好声音都开始了吧？我还在外面呢[泪]
1,#美事偷着乐#二货松鼠宝宝要把主人逼疯了！突然也想去养一只[哈哈]
0,我最亲爱的，你别来无恙[泪] 阿妹 期待再见[心] 我在#北京工人体育场# http://t.cn/zOgHmYm
1,还有四个小时，就结束喽[嘻嘻][嘻嘻]
0,！//@未完成森林: //@番吾: [泪]//@神经内科檀帅: 回复@Zitim-Leung:是的是的！[泪] //@Zitim-Leung:没有市场就没有杀戮。
0,确实影响正常思维 //@宋强says: 回复@剑桥达人:我知道了，我接受了，你不必加后一句嘛。 //@剑桥达人:千万别逼 ，这会影响孩子的正常思维的。[衰]你一现代文明人，难道不明白？ //@宋强says:回复@baby-mytree:啊呀，管了好几次，不留神又左撇子了 //@baby-mytree:左撇的孩纸聪明
1,支持理想主义，浪漫主义者，因为现在这些货色都好稀缺了。[嘻嘻]
0,#支持咖啡你就转！#苦B的咖啡行业最容易诞生众多的?丝男！但是静心观想一切都是真实自然！苦B的不是咖啡师，是弄不明白咖啡发展趋势的咖啡师！@咖啡如家 @有一天咖啡馆:[嘻嘻]失落过几回也就不伤感了，好咖啡，还是有人懂的，需要时间，也需要每一位咖啡从业者去真诚传播。@强李有道:[泪]
1,Angry Birds 与 Hello Kitty寿司。杭州黄龙饭店DCafe[爱你]
0,[哈哈][泪流满面][哈哈]//@Lucia露希亚: Its a girl [泪]
1,这个要关注下。琢磨着我是不是也开个什么致某某某的999封信的微博呢？嘿嘿，咱绝对有这个实力。[嘻嘻]
1,总理吃什么牌子的方便面？//@王雪野: 赞[赞]//@张晨初艺术空间:[给力]//@侯宁: 全国人民齐声唤，艰苦朴素回人间？[哈哈]
0,今天下班时和同事聊天，说北京难得这么好的天气真应该出去走走拍照片，这才是美的生活，苦逼上班中的人伤不起，只有默默看夕阳的余晖感叹，如此美好的雪景错过了今天，还要等一年才能再见[悲伤]
1,母亲节啦，大票子阿姨给妈妈封了个大大大红包，另有精美礼品加看戏逛街喝茶拎包按摩亲脑门等系列服务，妈妈呀，你可不能再不靠谱啦，说好了来看我的一定?，哈哈哈哈哈哈哈！忙碌又开心的五月，我要见着我爹妈喽！！！[鼓掌]
1,要能去，做梦都会笑[哈哈]
0,纠结啊~~国庆出去是背登山包呢 还是拖拉杆箱呢~~[委屈][抓狂]
1,真人魔术，床垫替换自行车。[嘻嘻]（GIF图大小1.5MB）
0,"警察局注册[衰][衰][衰]排队两个小时，[衰][衰][衰]午饭直接略过。明天一开学就是presentation,各种鸭梨[泪][泪][泪]"
1,我是睡到自然醒了，发了这条，又继续睡啊???很自然，很平衡[鼓掌][鼓掌][鼓掌] //@郝宇晖:敢问您这02：16还清醒着的平衡法不咋嘛阿育吠陀嗒[悲伤][思考]
0,还晕着，[晕]结果今天就来了后海。说是好吃。客满，没wifi，还要求只能待两个小时。希望超级好吃。
1,回复@伤心铁丝-行者老谭:中午又在权金城聚 //@伤心铁丝-行者老谭:霍爷也是我朋友 //@彭涌_爱美食:[嘻嘻][鼓掌][鼓掌]  //@糖小甜miumiu:[哈哈]认识大家很开心
0,换个系统把人折腾的，win8现在连页面都不会关闭了[抓狂]
1,[嘻嘻]人生如梦
1,哈哈好！我离小村庄不到六公里。我们社的青岛出版杯全国业余围棋大赛第三届端午就开始了，我上次参加4段组，四胜六负，今年争取进步一盘。[哈哈][威武]
1,[鼓掌][鼓掌][鼓掌]太好了！！！问题解决了？！ //@西域取经:很兴奋！今天，2小时前。刚刚完成第一张大昭寺壁画数字化后原大的打印。拼图用了一天时间，2G的文件。@李华华-leica @Patagonia官方微博 @诺小娜nona @jsjqjsjq @大黑猫微博 @汤国aa @明德影像中心 @tentenQ @绿果果毛豆豆 @设计风潮
0,我敢说 比鹤千里好[泪]//@Monica_2007: 在望京？//@偶系小娜: @Monica_2007 @于那个飞 @吴赛_Shy @哈住 @M-小明 我们去吃小菜吧吃到饱
0,[泪]看得我心里，这叫一个纠结啊……//@全球经典音乐: 好厉害！！
1,没什么不好意思的，举起手来未必好看，难免庸俗[酷]//@周际洲:我替你们这些想说又不好意思说的女人们说吧：都不许动！举起手来！[哈哈]//@混混小米: 不错的，就是都lun点儿。 //@??嘉-不?-?喜:英国的确男的身材比女的强多了。好色之妇们看过来
0,什么，现在口服胶原蛋白含量已经到了10000MG！[衰]据小兔说是每秒就卖出一瓶的神物，难道我的GNC要被替代的吗？
1,回复@源于点滴:呵呵，那绿植啊～那名气可大了咧～～～[偷笑] ！！！它的名字叫“地菜花”，这一季的专享，我们湖北人三月三都用它煮鸡蛋吃。。。[嘻嘻] //@源于点滴:小钟，这篇博客第二张图片的绿植叫什么？
1,Jack船??了[哈哈] //@?芷菁：[哈哈]
1,意大利女娃Elisabetta一夜走红。[鼓掌][鼓掌][鼓掌] 碉堡了。。。
1,第一局，我们大湖队暂时获胜?[围观]其实结果是什么并不重要，我们两组在旅途中充满欢乐，互相都成为了好朋友，比赛第二，友谊第一！对不？反正你俩也叛变了[偷笑][爱你] 米哥@食尚小米  VV@神威
0,现在流行随机抽检随机出问题，隐患无穷啊[衰] //@羊晚张文:说吧，还有什么能吃。。。//@飞马过河28899: tmd这次真的躺着也中枪了！以前经常吃[抓狂] //@中国画家胡锦雄:[可怜] //@飞马过河28899 : @万庆涛广州 @老胡胡说 @GDTV邓思颖 @玖玖留香 @老杨1366 : //@尔码宝贝: [吃惊]
0,在不远呢将来 我们单位也要搬到呈贡啦[泪] //@o0小憨熊猫0o:呈贡大学城的同学们注意啦，去机场不用挤170再换大巴了[哈哈][哈哈][哈哈]以后我也可以从家直接坐4号线上班了，诺诺问一句机场员工可以坐不[挖鼻屎][挖鼻屎][挖鼻屎]
0,"回复@王超mc-5i:果然有??。。。我大巴都嫌?[泪] //@王超mc-5i:回复 @郭小熠Ethan:我果断找个出租车打表过去了,才102."
1,哈哈，大家去吧。//@徐铁人: [good]亲们，还等什么？周日下午两点，那间咖啡，不见不散[噢耶]//@那间咖啡:[哈哈]太给力了！[围观][鼓掌]//@潘潘猫:#新航有约 悠游南澳#我和楠楠为到场的同学们争取了好多礼物，欢迎来和我们约会呦~
0,你么？ //@Shadow_桂圆: 种了玉米和向日葵。。。现在浇水碰到问题。。泵好像坏了[泪] //@linchiayu:你计划种什么？
1,不好吃的咱不做啊～[哈哈][爱你]
0,那叫大杂烩，不叫LBS //@WiWide迈外迪张程：[衰]
1,谁拍的呀，这张美[鼓掌] @董芳0000 @汇英杰 //@而立的北京男人:本来人家坐我前面的，结果变成你了！
0,刚“塞”完晚饭，摸着肚皮看电视；正赶上播着“舌尖上的中国”，花牛的嘴又饿了[馋嘴][抓狂][抓狂]
1,离开绿岛奔赴花莲。雨，不停地下，放弃了三仙台，石梯坪，傍晚希望可以看到花莲的眷村！也打算去看微博上评价很夯的炸弹葱油饼！@央广雅萍@台湾自由行@台湾自由行达人[爱你]#台湾花东游#
1,回复@狸猫村村长:村长善意领了 //@狸猫村村长:太周到了[爱你]一个甘肃的小姑娘给我做的热石，好好表扬她，由于我体寒，巨烫的石头滑在我身体上都不怎么感觉热，可她就受罪啦，一直握在手心 //@ISPA泰美好:好好招待村长
0,什么时候才能烤出Max的cupcake那样美貌的蛋糕呢[泪]下图目测应该不难，色素+奶油裱花再撒上各种装饰物而已。。[衰]不过现在就连烤戚风蛋糕的技术都不过关，烤裂了，5555
0,催服务员快点火，服务员说，别急别急，拿枪去了！[晕][晕]
1,[嘻嘻]//@龙沐湾温德姆至尊豪廷大酒店: @成都天之府温德姆至尊豪廷大酒店 @杭州温德姆至尊豪廷大酒店 @环球旅讯 @阳光海南网 @芙蓉国温德姆至尊豪廷 @海南话报 @酒店活动推广 @驴妈妈旅游网 @驴妈妈旅游网三亚分公司 @一块去旅行 @新浪财经
0,我们在北京为雅安祈福！[蜡烛] 加油！@黎明国际酒店 @沈阳天伦瑞格酒店 @康源瑞廷酒店 @龙熙温泉度假酒店 @北京红山瑞廷酒店 @北京伯豪瑞廷酒店 //@儿童希望之家:[泪] //@微公益:[泪][泪]这位悲痛中的妈妈，你要坚强地活下来
0,我是小清新？？？[晕] //@星星之火----燎原:呵呵，你是走小清新路线的，那种重口味的不是你的审美。那个剧我看过十几分集，还是挺好的，充满了女性主义的感觉。顺便说一下，编剧很牛的，是个女性。
1,走的太快，不要把人的灵魂落在后面???[给力] [鼓掌] //@viceroymike：我们需要幸福的安全感
1,回复@诗妍Jelly: 酒店“哥”表示压力很大！[哈哈][哈哈][黑线][黑线][兔子][兔子]
1,回复@大地皇者的嫡系后裔:标准啊，能吃会道是最基本的~[嘻嘻] //@大地皇者的嫡系后裔:有什么标准，不就是会吃、能吃、喜欢吃吗？ //@大地皇者的嫡系后裔:你请客吗？ //@龙猫: 各路吃货快来我这里报道吧~
0,天。。 //@erica--半醉人间:[晕] 所谓的不动产就是桨样子动起来哒？  //@影子-云-笑:所以 买房子是个错误的选择  恩恩 我这算妖言惑众吗  //@索豆:专家在中国是一种危害不亚于人贩子和流行疾病的种群  //@凡愚八闽:[哼] 专家不给力呀
0,昨天在@田源鸡 参加百人百鸡宴，很震憾，也很感动。@李老爹-李德义 @李老爹餐饮有限公司 希望我做首诗，题目思考了下，就百禽宴吧。＂暮春徐暖百禽栖，饮汤食肉抵顽疾。皇家盛宴尽饕餮，众人划浆巨轮移。＂[泪][泪][泪][泪]我真的现在写不出来了
0,居!然!有!拍!到!我![泪][抓狂][爱你]第一排略靠边的位置也圆满了!~//@何韵诗HOCC:哎呀～～～我?有拍合照～！！！！[抓狂]//@旅行团乐队: 和时间赛跑，在最后赶上了飞往上海草莓的飞机，今晚的一切在我们心里将会永难忘怀，因为台下有你们！晚安北京，感谢北京，明日上海草莓见！
1,#黄金假日宝典##小费篇#在塞舌尔旅行，用给小费吗？答： 您在塞舌尔旅行期间，大部分费用（餐饮，酒店，出租车，行李等）已经包含了一个5％到10％的服务费或“小费”，所以您在塞舌尔是可以不用给小费的。当然，如果您觉得服务人员给您带来了非凡的感受，为表感谢，也是可以聊表心意的[嘻嘻]
0,又一次看朝阳了[晕] 我在:http://t.cn/zWNCHx0
0,然后，天天歌唱＂你一定要幸福＂[衰]
1,老妈昨个叨叨着要给我做鱼头泡饼，没成想今儿个就做得了！又吃美了，话说那饼怎么烙的，忒好吃了！[爱你][馋嘴][花心][鼓掌][玫瑰]
0,穆帅也被罚上看台，我的皇马啊，你可要坚持住啊。。[泪] [泪]
1,@济南乐沃自驾游营地 //@新浪山东旅游: 济南乐沃自驾游营地，仲宫方向距离二环南路10公里，别有洞天，极为适合公司拓展！[good]强烈要求公司组织拓展训练[哈哈][哈哈][给力]
0,回复@锦妈咪:5555。。[泪]是的。现在脸还发烫[泪][泪] //@锦妈咪:大宝贝@winny妖妖 今天晒多了，晚上敷个面膜~[爱你] //@Winny妖妖:我们的小盆友不管不顾地睡了，累坏了一路抱着的爸爸；更累坏了撑伞的老妈~ 落差太大，我手举的比自由女神还高[汗]你说你长那么高干吗？[抓狂]
0,和老大申请，2013年会在武汉开//@权金城-金花:哇噻太丰富了惨人这是肿么了[泪][馋嘴][抓狂]@权金城彭涌 什么时候带我们去呀?
